sno,Season,Episode,utterance,speaker,start,start_seconds,end,end_seconds,sentiment,emotion presented,emotion perceived
281,1,4,"..so, I chose engineering. ",Meenal,12:32,752,12:34,754,Positive,joy,Neutral
282,1,4, You too are emotional?,Meena,12:34,754,12:36,756,Neutral,Neutral,Neutral
283,1,4,Yes.,Meena,12:36,756,12:37,757,Neutral,Neutral,joy
284,1,4,Look at this question. ,Vartika,12:42,762,12:43,763,Neutral,Neutral,Neutral
285,1,4,Yes. ,Vaibhav,12:43,763,12:44,764,Neutral,Neutral,Neutral
286,1,4,Question.,Vaibhav,12:44,764,12:45,765,Neutral,Neutral,Neutral
287,1,4," Firstly, you shouldn't see the question.",Vaibhav,12:46,766,12:48,768,Neutral,Neutral,Surprise
288,1,4,what? ,Vartika,12:49,769,12:50,770,Neutral,Surprise,Neutral
289,1,4,Jeetu Bhaiya says to check the last line of the question first.,Vaibhav,12:50,770,12:54,774,Neutral,Neutral,Neutral
290,1,4,Then one should check the options. ,Vaibhav,12:54,774,12:56,776,Neutral,Neutral,Neutral
291,1,4,"For example, it says here what will the temperature of the vessel be?",Vaibhav,12:56,776,13:00,780,Neutral,Neutral,Neutral
292,1,4,Look at the options.,Vaibhav,13:01,781,13:02,782,Neutral,Neutral,Neutral
293,1,4,"The temperature can't be calculated in joules, moles or calories.",Vaibhav,13:03,783,13:06,786,Neutral,Neutral,Neutral
294,1,4,"So, D 25 celcius is the correct answer.",Vaibhav,13:06,786,13:09,789,Neutral,Neutral,Neutral
295,1,4,This wasn't a thermo question at all. ,Vaibhav,13:11,791,13:13,793,Neutral,Neutral,Neutral
296,1,4, It was a common sense question. ,Vaibhav,13:14,794,13:15,795,Positive,Joy,joy
297,1,4,"Oh, yes! ",Vartika,13:15,795,13:16,796,Positive,Joy,Neutral
298,1,4,Actually I did not pay attention.,,13:16,796,13:18,798,Neutral,Neutral,Neutral
299,1,4,"By the way, is your brother also in IIT?",Vartika,13:19,799,13:21,801,Neutral,Neutral,Neutral
300,1,4,"No, no. ",Vaibhav,13:21,801,13:22,802,Neutral,Neutral,Neutral
301,1,4,Brother is a Compounder.,Vaibhav,13:22,802,13:23,803,Neutral,Neutral,Surprise
302,1,4,What? ,Vartika,13:24,804,13:25,805,Neutral,Surprise,Fear
303,1,4,Jeetu Bhaiya. ,Vaibhav,13:26,806,13:27,807,Negative,fear,Neutral
304,1,4, Jeetu Bhaiya is in IIT. ,Vaibhav,13:28,808,13:29,809,Neutral,Neutral,Neutral
305,1,4,I see.,Vartika,13:29,809,13:30,810,Neutral,Neutral,Neutral
306,1,4,He teaches at Prodigy.,Vaibhav,13:29,809,13:30,810,Neutral,Neutral,Neutral
307,1,4,Okay.,Vartika,13:30,810,13:31,811,Neutral,Neutral,Neutral
308,1,4,Yes.,Vaibhav,13:31,811,13:32,812,Neutral,Neutral,Neutral
309,1,4, I too should have joined classes at the beginning.,Vartika,13:32,812,13:34,814,Negative,Sadness,Neutral
310,1,4,Everything is in a mess now.,Vartika,13:34,814,13:36,816,Negative,Anger,Neutral
311,1,4,Don't worry. ,Vaibhav,13:37,817,13:38,818,Neutral,Neutral,Neutral
312,1,4,I'll convert your mess into reasons.,Vaibhav,13:38,818,13:40,820,Neutral,Neutral,Neutral
313,1,4,Good reasons.,Vaibhav,13:40,820,13:41,821,Neutral,Neutral,Joy
314,1,4,Okay. ,Vartika,13:43,823,13:44,824,Positive,Joy,joy
315,1,4,Shall we do the next?,Vaibhav,13:45,825,13:46,826,Neutral,Neutral,Neutral
316,1,4,Yes.,Vartika,13:46,826,13:47,827,Neutral,Neutral,Neutral
317,1,4,Read the last line.,Vaibhav,13:48,828,13:49,829,Neutral,Neutral,Neutral
318,1,4,Stay in your limits.,Shivangi,14:01,841,14:02,842,Negative,Anger,Neutral
319,1,4," This is such a good family atmosphere, isn't it?",Meena,14:06,846,14:07,847,Positive,Joy,joy
320,1,4,Yes.,Meenal,14:07,847,14:08,848,Positive,Joy,joy
321,1,4,Next time I shall bring my parents here,Meenal,14:08,848,14:11,851,Positive,Joy,joy
322,1,4, Yes.,Meena,14:11,851,14:12,852,Positive,Joy,joy
323,1,4,Uday! ,Shivangi,14:17,857,14:18,858,Negative,Fear,Neutral
324,1,4,You think it is proper to leave the two of them alone?,Shivangi,14:19,859,14:21,861,Negative,Fear,Surprise
325,1,4,You're afraid of Meena?,Uday,14:21,861,14:22,862,Negative,Surprise,Neutral
326,1,4,I am afraid for Meena. ,Shivangi,14:23,863,14:24,864,Neutral,Neutral,Neutral
327,1,4,You're sure?,Shivangi,14:26,866,14:27,867,Negative,fear,Neutral
328,1,4,The entire year is about to end but I still don't know your whole name.,Meenal,14:29,869,14:34,874,Neutral,Neutral,Neutral
329,1,4,"Meena, what is your surname?",Meenal,14:34,874,14:37,877,Neutral,Neutral,joy
330,1,4,My surname is Meena.,Meena,14:39,879,14:40,880,Positive,joy,Neutral
331,1,4, My name is Balmukund Meena.,Meena,14:41,881,14:42,882,Neutral,Neutral,Neutral
332,1,4,Everybody endearingly calls me Meena. ,Meena,14:43,883,14:45,885,Neutral,Neutral,Neutral
333,1,4,What are you called endearingly? ,Meena,14:47,887,14:49,889,Neutral,Neutral,Neutral
334,1,4,Jhamkudi.,Meenal,14:49,889,14:50,890,Positive,Joy,Surprise
335,1,4,Jhamkudi.  ,Meena,14:51,891,14:52,892,Positive,Surprise,Neutral
336,1,4,It's a nice name.,Meena,14:52,892,14:53,893,Positive,Joy,Joy
337,1,4,Isn't it? ,Meenal,14:53,893,14:54,894,Positive,Joy,Joy
338,1,4, Yes.,Meena+ Meenal,14:54,894,14:55,895,Positive,Joy,Joy
339,1,4,Meenal is so straight and simple.,Uday,14:56,896,14:57,897,Neutral,Neutral,Neutral
340,1,4, I bet she doesn't play the knight in chess.,Uday,14:58,898,15:00,900,Neutral,Neutral,Neutral
341,1,4,Isn't that true?,Shivangi,15:03,903,15:04,904,Positive,Joy,Neutral
342,1,4,"Incidentally Meena and Meenal would make a nice pair, wouldn't they?",Shivangi,15:05,905,15:08,908,Positive,Joy,Neutral
343,1,4,"Meena, Meenal. ",Shivangi,15:09,909,15:10,910,Positive,Joy,Neutral
344,1,4," Meenal, Meena.",Shivangi,15:10,910,15:12,912,Positive,Joy,Joy
345,1,4,Ladies first.,Vaibhav,15:21,921,15:22,922,Neutral,Neutral,Neutral
346,1,4,"Thanks, Vaibhav. ",Vartika,15:27,927,15:28,928,Neutral,Neutral,Neutral
347,1,4,For? ,Vaibhav,15:28,928,15:29,929,Neutral,Neutral,Neutral
348,1,4,You helped me solve all three papers. ,Vartika,15:29,929,15:30,930,Neutral,Neutral,Neutral
349,1,4,Yes. ,Vaibhav,15:30,930,15:31,931,Neutral,Neutral,Neutral
350,1,4, I got through it all in one day.,Vartika,15:31,931,15:33,933,Neutral,Neutral,Neutral
351,1,4,I would have taken seven days to get through it. ,Vartika,15:33,933,15:35,935,Neutral,Neutral,Neutral
352,1,4,That's right.,Vaibhav,15:36,936,15:37,937,Neutral,Neutral,Neutral
353,1,4,We got through it all in one day.,Vaibhav,15:37,937,15:39,939,Neutral,Neutral,Joy
354,1,4,"Yes, that is true.",Vartika,15:39,939,15:40,940,Positive,Joy,Neutral
355,1,4,Nothing is left for the remaining days.,Vaibhav,15:40,940,15:42,942,Negative,Sadness,Neutral
356,1,4,"No, no.I have something left. ",Vartika,15:42,942,15:43,943,Neutral,Neutral,Neutral
357,1,4,I shall revise the whole syllabus.,Vartika,15:43,943,15:45,945,Neutral,Neutral,Neutral
358,1,4,Good.,Vaibhav,15:46,946,15:47,947,Neutral,Neutral,Neutral
359,1,4,Okay.,Vaibhav,15:48,948,15:49,949,Neutral,Neutral,Neutral
360,1,4,Let me know if you have any problem.,Vaibhav,15:50,950,15:52,952,Neutral,Neutral,Neutral
361,1,4,Okay. Bye-bye.,Vartika,15:52,952,15:53,953,Neutral,Neutral,Neutral
362,1,4,"Incidentally, I could help you with your revision. ",Vaibhav,15:57,957,16:00,960,Neutral,Neutral,Neutral
363,1,4,Yes!,Vaibhav,16:00,960,16:01,961,Positive,Joy,Neutral
364,1,4,I could help you with your revision.,,16:01,961,16:02,962,Positive,Joy,Neutral
365,1,4,I am very talented.,Vaibhav,16:02,962,16:03,963,Positive,Joy,Neutral
366,1,4, I can help anyone memorize anything. ,Vaibhav,16:03,963,16:05,965,Positive,Joy,Neutral
367,1,4,Shall I remind you of your position? ,Uday,16:05,965,16:06,966,Negative,Anger,Neutral
368,1,4,"Uday, bro I can't go out.",Uday,16:06,966,16:07,967,Negative,Anger,Neutral
369,1,4,I have to study. ,Uday,16:07,967,16:08,968,Negative,Anger,Neutral
370,1,4,I have my reshuffling exam.,Uday,16:08,968,16:09,969,Negative,Anger,Neutral
371,1,4,Non sense! ,Uday,16:09,969,16:10,970,Negative,Anger,Neutral
372,1,4,"Yes, well. ",Vaibhav,16:11,971,16:12,972,Neutral,Neutral,Neutral
373,1,4,I didn't go out.,Vaibhav,16:13,973,16:14,974,Neutral,Neutral,Neutral
374,1,4,I was studying.,Vaibhav,16:14,974,16:15,975,Neutral,Neutral,Anger
375,1,4,"You weren't studying, scoundrel.",Uday,16:15,975,16:16,976,Negative,Anger,Neutral
376,1,4,You were clinging.,Uday,16:16,976,16:17,977,Negative,Anger,Neutral
377,1,4,Onto her.,Uday,16:17,977,16:18,978,Negative,Anger,Neutral
378,1,4,Listen.,Uday,16:20,980,16:21,981,Neutral,Neutral,Neutral
379,1,4,"You sat up to teach her today, didn't you? ",Uday,16:22,982,16:24,984,Neutral,Neutral,Neutral
380,1,4,Teach her in a sleeping position tomorrow. ,Uday,16:24,984,16:26,986,Neutral,Neutral,Anger
381,1,4,Shut up! Scoundrel!,Vaibhav,16:26,986,16:27,987,Negative,Anger,Neutral
382,1,4,It is the truth. ,Uday,16:27,987,16:28,988,Neutral,Neutral,Neutral
383,1,4," Isn't that right, Meena?",Uday,16:28,988,16:29,989,Neutral,Neutral,Neutral
384,1,4,What's the matter with him?,Uday,16:33,993,16:34,994,Neutral,Surprise,Neutral
385,1,4,Has your Deepak lost his mind?,Lab teacher,16:38,998,16:39,999,Negative,Anger,Neutral
386,1,4,Doesn't he want to run the coaching classes anymore? ,Lab teacher,16:39,999,16:41,1001,Negative,Anger,Neutral
387,1,4,I told him to come and see you.,Vaibhav,16:41,1001,16:43,1003,Neutral,Neutral,Neutral
388,1,4,You told him? ,Lab teacher,16:44,1004,16:45,1005,Neutral,Neutral,Neutral
389,1,4,Yes. ,Vaibhav,16:45,1005,16:45,1005,Neutral,Neutral,Neutral
390,1,4,"Well, alright.",Lab teacher,16:46,1006,16:47,1007,Neutral,Neutral,Neutral
391,1,4,What did you tell him my name is?,Lab teacher,16:48,1008,16:49,1009,Neutral,Neutral,Fear
392,1,4,Vice-Principal Mehta sir.,Lab teacher,16:56,1016,16:58,1018,Negative,Anger,Neutral
393,1,4,Modern heart.,Lab teacher,16:58,1018,16:59,1019,Negative,Anger,Surprise
394,1,4, I see.That's you.,Vaibhav,16:59,1019,17:00,1020,Neutral,Surprise,Anger
395,1,4,You go. I will deal with him.,Lab teacher,17:02,1022,17:03,1023,Negative,Anger,Neutral
396,1,4,Next! ,Lab teacher,17:03,1023,17:04,1024,Negative,Anger,Neutral
397,1,4, Vartika Ratawal.,Lab teacher,17:06,1026,17:07,1027,Positive,Joy,Neutral
398,1,4,"Bye, guys.See you.",Shivangi,17:40,1060,17:41,1061,Neutral,Neutral,Neutral
399,1,4,I don't feel right about this. ,Vartika,17:48,1068,17:50,1070,Negative,Sadness,Surprise
400,1,4,Why?,Vaibhav,17:51,1071,17:52,1072,Neutral,Surprise,Neutral
401,1,4,Didn't you enjoy?,Vaibhav,17:53,1073,17:54,1074,Negative,Surprise,Neutral
402,1,4,I can teach you even better. ,Vaibhav,17:54,1074,17:56,1076,Neutral,Neutral,Neutral
403,1,4,I can even crack jokes if you like. ,Vaibhav,17:56,1076,17:58,1078,Neutral,Neutral,Surprise
404,1,4,What? ,Vartika,17:58,1078,17:59,1079,Neutral,Surprise,Neutral
405,1,4,"No, that's not what I meant.",Vartika,17:59,1079,18:00,1080,Neutral,Neutral,Surprise
406,1,4,You wanted to go out with them and I kept you here.,Vartika,18:00,1080,18:03,1083,Negative,Sadness,Neutral
407,1,4,Oh!,Vaibhav,18:03,1083,18:04,1084,Positive,Joy,Neutral
408,1,4, No. No. No.,Vaibhav,18:04,1084,18:06,1086,Neutral,Neutral,Neutral
409,1,4,It's not that. ,Vaibhav,18:06,1086,18:07,1087,Neutral,Neutral,Neutral
410,1,4,Even I wanted to do my revision. ,Vaibhav,18:08,1088,18:09,1089,Neutral,Neutral,Surprise
411,1,4,Even I have to sit for Maheshwari's exam.,Vaibhav,18:10,1090,18:12,1092,Neutral,Neutral,Surprise
412,1,4,Even you have to sit for it? ,Vartika,18:13,1093,18:14,1094,Neutral,Surprise,Fear
413,1,4,"Yes, really.",Vaibhav,18:14,1094,18:15,1095,Negative,Fear,Neutral
414,1,4, Why would I lie? ,Vaibhav,18:15,1095,18:16,1096,Negative,Fear,Surprise
415,1,4,When did I say you were lying? ,Vartika,18:17,1097,18:19,1099,Neutral,Surprise,Fear
416,1,4,Yes.,Vaibhav,18:19,1099,18:20,1100,Negative,Fear,Neutral
417,1,4,"Yes, exactly. Exactly.",Vaibhav,18:20,1100,18:21,1101,Negative,Fear,Neutral
418,1,4,Crap!,Vaibhav,18:22,1102,18:23,1103,Negative,Anger,Neutral
419,1,4,"If that's the case, then it's okay.",Vartika,18:23,1103,18:25,1105,Neutral,Neutral,Neutral
420,1,4, We could study together.,Vartika,18:25,1105,18:26,1106,Neutral,Neutral,Neutral
421,1,4,"Yes, we can. ",Vaibhav,18:30,1110,18:31,1111,Neutral,Neutral,Neutral
422,1,4,It's a good idea.,Vaibhav,18:31,1111,18:32,1112,Neutral,Neutral,Neutral
423,1,4, It's possible.,Vaibhav,18:32,1112,18:33,1113,Neutral,Neutral,Neutral
424,1,4,"By the way, which center did you get? ",Vartika,18:38,1118,18:40,1120,Neutral,Neutral,Neutral
425,1,4,I haven't got it as yet.,Vaibhav,18:41,1121,18:42,1122,Neutral,Neutral,Surprise
426,1,4,I will get it. ,Vaibhav,18:43,1123,18:44,1124,Neutral,Neutral,Surprise
427,1,4,I will get it when I fill the form.,Vaibhav,18:44,1124,18:45,1125,Neutral,Neutral,Surprise
428,1,4,You haven't filled the form as yet? ,Vartika,18:46,1126,18:47,1127,Neutral,Surprise,Neutral
429,1,4, No. ,Vaibhav,18:47,1127,18:48,1128,Neutral,Neutral,Surprise
430,1,4,Today is the last date. ,Vartika,18:48,1128,18:49,1129,Neutral,Surprise,Surprise
431,1,4, What?,Vaibhav,18:49,1129,18:50,1130,Neutral,Surprise,Neutral
432,1,4,Don't take off your jackets. ,Uday,19:12,1152,19:13,1153,Neutral,Neutral,Neutral
433,1,4,The uniform should not be visible.,Uday,19:13,1153,19:15,1155,Neutral,Neutral,Neutral
434,1,4,I will place the order. ,Uday,19:16,1156,19:17,1157,Neutral,Neutral,Neutral
435,1,4, You sit tight.,Uday,19:17,1157,19:19,1159,Neutral,Neutral,Neutral
436,1,4,Don't say a word. ,Uday,19:20,1160,19:21,1161,Neutral,Neutral,Neutral
437,1,4,"No matter what, never show your I-card.",Uday,19:22,1162,19:25,1165,Neutral,Neutral,Neutral
438,1,4,"If anyone asks for your ID, tell them proudly. ",Uday,19:25,1165,19:28,1168,Neutral,Neutral,Neutral
439,1,4,I don't have it. ,Meena,19:28,1168,19:29,1169,Neutral,Neutral,Neutral
440,1,4,I don't have it.,Shivangi,19:29,1169,19:30,1170,Neutral,Neutral,Neutral
441,1,4,"I don't have it, uncle. ",Meenal,19:31,1171,19:32,1172,Negative,Fear,Neutral
442,1,4,"Sir, you have to present an ID to sit here.",Waiter,19:32,1172,19:34,1174,Neutral,Neutral,Neutral
443,1,4, Why do I have to present it?,Meena,19:34,1174,19:36,1176,Neutral,Neutral,Neutral
444,1,4,So we know your age.,Waiter,19:36,1176,19:37,1177,Neutral,Neutral,Neutral
445,1,4,"So, ask me my age.",Meena,19:37,1177,19:39,1179,Neutral,Neutral,Neutral
446,1,4,Seventeen.,Meena,19:39,1179,19:40,1180,Neutral,Neutral,Neutral
447,1,4,"Lights were so amazing inside, weren't they?",Meenal,19:44,1184,19:47,1187,Negative,Sadness,Neutral
448,1,4,Reflection.,Meena,19:47,1187,19:48,1188,Neutral,Neutral,Neutral
449,1,4,I told you in the first place. ,Shivangi,19:49,1189,19:50,1190,Negative,Anger,Neutral
450,1,4,Let's go to Talap....but you don't want to pay heed to me.,Shivangi,19:50,1190,19:53,1193,Negative,Anger,Neutral
451,1,4,"Baby, they demand IDs even over there. ",Uday,19:53,1193,19:55,1195,Neutral,Neutral,Anger
452,1,4," They must be demanding them from others, not from the staff.",Shivangi,19:56,1196,19:58,1198,Negative,Anger,Neutral
453,1,4,"Meena, give me a marker",Shivangi,19:59,1199,20:00,1200,Neutral,Neutral,Neutral
454,1,4, Yes.,Meena,20:01,1201,20:02,1202,Neutral,Neutral,Surprise
455,1,4,Back.,Shivangi,20:05,1205,20:06,1206,Neutral,Neutral,Neutral
456,1,4,"Thank you, ma'am.",Vartika,20:55,1255,20:56,1256,Neutral,Neutral,Neutral
457,1,4, Never mind that. Fill the form and return it quickly.,Receptionist,20:56,1256,20:57,1257,Neutral,Neutral,Surprise
458,1,4,You too are a Virgo? ,Vartika,21:04,1264,21:06,1266,Neutral,Surprise,Neutral
459,1,4,Yes.,Vaibhav,21:06,1266,21:07,1267,Neutral,Neutral,Neutral
460,1,4,You too? ,Vaibhav,21:07,1267,21:08,1268,Neutral,Neutral,Neutral
461,1,4,No.,Vartika,21:08,1268,21:09,1269,Neutral,Neutral,Neutral
462,1,4, My boyfriend was.,Vartika,21:09,1269,21:10,1270,Neutral,Neutral,Neutral
463,1,4,Oh! ,Vaibhav,21:10,1270,21:11,1271,Neutral,Neutral,Neutral
464,1,4,You don't have a boyfriend now? ,Vaibhav,21:13,1273,21:15,1275,Neutral,Neutral,Neutral
465,1,4,"No, we broke up.",Vartika,21:15,1275,21:17,1277,Neutral,Neutral,Joy
466,1,4,Good. Good.,Vaibhav,21:18,1278,21:19,1279,Positive,Joy,Neutral
467,1,4, Why did you break up? ,Vaibhav,21:21,1281,21:22,1282,Negative,Fear,Neutral
468,1,4,He never studies.,Vartika,21:22,1282,21:24,1284,Neutral,Neutral,Neutral
469,1,4,That is wrong. ,Vaibhav,21:25,1285,21:26,1286,Neutral,Neutral,Surprise
470,1,4,That is very wrong.,Vaibhav,21:27,1287,21:28,1288,Neutral,Neutral,Neutral
471,1,4, I study a lot. ,Vaibhav,21:28,1288,21:29,1289,Neutral,Neutral,Neutral
472,1,4,I love studies.,Vaibhav,21:29,1289,21:31,1291,Neutral,Neutral,Neutral
473,1,4,"I mean to say, not all Virgos are the same. Right? ",Vaibhav,21:34,1294,21:37,1297,Negative,Fear,Neutral
474,1,4,Some Virgos are hard-working. ,Vaibhav,21:37,1297,21:39,1299,Neutral,Neutral,Neutral
475,1,4, Some are compassionate.,Vaibhav,21:39,1299,21:41,1301,Neutral,Neutral,Neutral
476,1,4,Some are lovers. ,Vaibhav,21:41,1301,21:42,1302,Neutral,Neutral,Surprise
477,1,4,Friendly lovers. ,Vaibhav,21:43,1303,21:44,1304,Negative,Fear,Neutral
478,1,4,Friendly lovers.,Vaibhav,21:44,1304,21:45,1305,Negative,Fear,Neutral
479,1,4,It's wrong to stereotype. ,Vaibhav,21:46,1306,21:47,1307,Neutral,Neutral,Neutral
480,1,4,It's wrong to stereotype.,Vaibhav,21:48,1308,21:49,1309,Neutral,Neutral,Neutral
481,1,4,"What do you think, sister? ",Vaibhav,21:49,1309,21:50,1310,Neutral,Neutral,Neutral
482,1,4,Fill the form and return it quickly.,Receptionist,21:50,1310,21:51,1311,Neutral,Neutral,Surprise
483,1,4,Your love for the girl made you study and you even taught her. ,Uday,21:57,1317,22:00,1320,Negative,Anger,Neutral
484,1,4, Now you went and filled Maheshwari's form too?,Uday,22:00,1320,22:02,1322,Negative,Anger,Neutral
485,1,4,"Love is blind, bro, not insane. ",Uday,22:03,1323,22:05,1325,Negative,Anger,Neutral
486,1,4,"Right, Meena?",Uday,22:06,1326,22:07,1327,Neutral,Neutral,Neutral
487,1,4,Where have you been taking him every day?,Vaibhav,22:11,1331,22:13,1333,Negative,Surprise,Neutral
488,1,4,I guess I will see you again next year. ,Lab teacher,22:16,1336,22:18,1338,Negative,Anger,Neutral
489,1,4,"No, no. Sir.. ..I shall come for the final exam.",Vaibhav,22:18,1338,22:22,1342,Neutral,Neutral,Anger
490,1,4,You will come?,Lab teacher,22:22,1342,22:23,1343,Negative,Anger,Neutral
491,1,4,Certainly. ,Vaibhav,22:23,1343,22:23,1343,Neutral,Neutral,Anger
492,1,4,Certainly?,Lab teacher,22:23,1343,22:24,1344,Negative,Anger,Neutral
493,1,4,Certainly ,Vaibhav,22:24,1344,22:25,1345,Neutral,Neutral,Anger
494,1,4,Promise?,Lab teacher,22:25,1345,22:26,1346,Negative,Anger,Fear
495,1,4,Promise.,Vaibhav,22:28,1348,22:29,1349,Negative,Fear,Neutral
496,1,4,Go there.,Lab teacher,22:31,1351,22:32,1352,Neutral,Neutral,Neutral
497,1,4,Next. ,Lab teacher,22:34,1354,22:35,1355,Neutral,Neutral,Neutral
498,1,4,Vartika. ,Lab teacher,22:36,1356,22:37,1357,Positive,Joy,Neutral
499,1,4,Vartika Ratawal.,Lab teacher,22:38,1358,22:39,1359,Neutral,Neutral,Neutral
500,1,4,Your house is very nice.,Vaibhav,23:10,1390,23:12,1392,Positive,Joy,Neutral
501,1,4,Thank you.,Vartika,23:12,1392,12:13,733,Neutral,Neutral,Neutral
502,1,4,Sometimes I feel like shifting here.,Vaibhav,23:13,1393,23:14,1394,Neutral,Neutral,Surprise
503,1,4,Huh? ,Vartika,23:14,1394,23:15,1395,Neutral,Surprise,Fear
504,1,4, For studies.,Vaibhav,23:15,1395,23:16,1396,Negative,Fear,Neutral
505,1,4,Ladies first. ,Vaibhav,23:18,1398,23:19,1399,Neutral,Neutral,Neutral
506,1,4," Hey, boy!",uncle,23:20,1400,23:21,1401,Negative,Anger,Anger
507,1,4,Who is it? ,Vaibhav,23:21,1401,23:22,1402,Negative,Anger,Anger
508,1,4,Up. Up.,uncle,23:22,1402,23:23,1403,Negative,Anger,Neutral
509,1,4,"Greetings, uncle. ",Vaibhav,23:24,1404,23:25,1405,Neutral,Neutral,Neutral
510,1,4,"Yes, yes.",uncle,23:25,1405,23:26,1406,Neutral,Neutral,Neutral
511,1,4,"Okay, okay.",uncle,23:26,1406,23:27,1407,Neutral,Neutral,Neutral
512,1,4,You cannot come in.,uncle,23:27,1407,23:28,1408,Negative,Anger,Surprise
513,1,4,Why? ,Vaibhav,23:28,1408,23:29,1409,Neutral,Surprise,Neutral
514,1,4,This PG is for girls.,uncle,23:29,1409,23:30,1410,Neutral,Neutral,Neutral
515,1,4,I allowed you yesterday. ,uncle,23:30,1410,23:31,1411,Neutral,Neutral,Neutral
516,1,4, I thought you must be her brother. ,uncle,23:31,1411,23:32,1412,Neutral,Neutral,Anger
517,1,4,Uncle! I am not her brother. ,Vaibhav,23:32,1412,23:33,1413,Negative,Anger,Anger
518,1,4,"That's why I say, out!",uncle,23:33,1413,23:34,1414,Negative,Anger,Neutral
519,1,4,"Uncle, you are confusing me for her boyfriend, aren't you? ",Vaibhav,23:34,1414,23:36,1416,Neutral,Neutral,Neutral
520,1,4,No.,Vaibhav,23:36,1416,23:37,1417,Neutral,Neutral,Neutral
521,1,4,Close friend. ,Vaibhav,23:37,1417,23:38,1418,Neutral,Neutral,Anger
522,1,4,Go! Get out of here!,uncle,23:38,1418,23:39,1419,Negative,Anger,Sadness
523,1,4,What kind of an uncle is he? ,Vaibhav,23:42,1422,23:43,1423,Neutral,Neutral,Neutral
524,1,4, He is publicly calling me brother.,Vaibhav,23:43,1423,23:45,1425,Neutral,Neutral,Neutral
525,1,4, Your brother will be offended. ,Vaibhav,23:46,1426,23:48,1428,Neutral,Neutral,Neutral
526,1,4,Come on! Get going!,uncle,23:48,1428,23:49,1429,Negative,Anger,Neutral
527,1,4,Whoo!,Vaibhav,24:19:00,1459,24:20:00,1460,Positive,Joy,Neutral
528,1,4,One moment.Don't come inside.,Vaibhav,24:21:00,1461,24:22:00,1462,Negative,Fear,Neutral
529,1,4,Please. Please.,Vaibhav,24:22:00,1462,24:23:00,1463,Negative,Fear,Neutral
530,1,4,"Your aunty won't have a problem here, will she? ",Vartika,24:26:00,1466,24:28:00,1468,Neutral,Neutral,Neutral
531,1,4,"No, no. What problem would aunty have?",Vaibhav,24:29:00,1469,24:31:00,1471,Neutral,Neutral,Neutral
532,1,4, Uday brings Shivangi here every day.,Vaibhav,24:31:00,1471,24:32:00,1472,Neutral,Neutral,Neutral
533,1,4,I have brought a girl with me for the first time. ,Vaibhav,24:32:00,1472,24:34:00,1474,Neutral,Neutral,Surprise
534,1,4, What?,Vartika,24:34:00,1474,24:35:00,1475,Neutral,Surprise,Fear
535,1,4,I mean friend. Friend.,Vaibhav,24:35:00,1475,24:37:00,1477,Negative,Fear,Neutral
536,1,4, Yes.,Vartika,24:37:00,1477,24:38:00,1478,Neutral,Neutral,Neutral
537,1,4,You are needlessly worrying.,Vartika,24:39:00,1479,24:40:00,1480,Neutral,Neutral,Neutral
538,1,4,Let me come in. ,Vartika,24:40:00,1480,24:41:00,1481,Neutral,Neutral,Fear
539,1,4,No! No! No! No!Don't come in. ,Vaibhav,24:41:00,1481,24:42:00,1482,Negative,Fear,Neutral
540,1,4,Two minutes. Please.,Vaibhav,24:42:00,1482,24:43:00,1483,Negative,Fear,Neutral
541,1,4,I have seen dirtier rooms.,Vartika,24:43:00,1483,24:45:00,1485,Neutral,Neutral,Neutral
542,1,4,"You shower every day, right? ",Vartika,24:45:00,1485,25:46:00,1546,Neutral,Neutral,Fear
543,1,4,That will suffice.,Vartika,24:46:00,1486,24:47:00,1487,Neutral,Neutral,Fear
544,1,4,Ta-dah! ,Vaibhav,24:51:00,1491,24:52:00,1492,Positive,Joy,Neutral
545,1,4,Please.,Vaibhav,24:54:00,1494,24:55:00,1495,Neutral,Neutral,Neutral
546,1,4,Yes.,Vaibhav,25:53:00,1553,25:54:00,1554,Neutral,Neutral,Neutral
547,1,4," So, we shall study gravitation today.",Vaibhav,25:54:00,1554,25:56:00,1556,Neutral,Neutral,Neutral
548,1,4,Gravitation. ,Vaibhav,25:59:00,1559,26:00:00,1560,Positive,Joy,Neutral
549,1,4,Gravitation is such a nice thing.,Vaibhav,26:02:00,1562,26:04:00,1564,Positive,Joy,Neutral
550,1,4,Gravitation has a beautiful fragrance.,Vaibhav,26:06:00,1566,26:08:00,1568,Positive,Joy,Neutral
551,1,4,The attraction of two unknown bodies for each other.,Vaibhav,26:10:00,1570,26:12:00,1572,Positive,Joy,Neutral
552,1,4,Living their lives around each other. ,Vaibhav,26:14:00,1574,26:16:00,1576,Positive,Joy,Neutral
553,1,4, Round and round. ,Vaibhav,26:18:00,1578,26:19:00,1579,Positive,Joy,Neutral
554,1,4,Round and round.,Vaibhav,26:19:00,1579,26:20:00,1580,Positive,Joy,Neutral
555,1,4,Round and round.,Vaibhav,26:20:00,1580,26:21:00,1581,Positive,Joy,Neutral
556,1,4, Vaibhav. ,Vartika,26:21:00,1581,26:22:00,1582,Neutral,Neutral,Neutral
557,1,4,Can we ditch gravitation?,Vartika,26:23:00,1583,26:25:00,1585,Neutral,Neutral,Surprise
558,1,4,Why? ,Vaibhav,26:25:00,1585,26:26:00,1586,Neutral,Surprise,Neutral
