S.No,Season,Episode,Utterance,Speaker,Start time,start_seconds,End time,end_seconds,Sentiment,Emotion presented,Emotion perceived
285,1,3, I've fallen till A5? ,Student I,11:23,683,11:25,685,Negative,Surprise,Neutral
286,1,3,Just a minute. ,Student II,11:44,704,11:45,705,Negative,Anger,Anger
287,1,3, No. Neither will I give a negative feedback and nor will let you give it.,Student II,11:46,706,11:49,709,Negative,Anger,Anger
288,1,3,Why? Is he your uncle?,Vaibhav,11:49,709,11:50,710,Negative,Anger,Anger
289,1,3, Yes!,Student II,11:50,710,11:51,711,Neutral,Neutral,Surprise
290,1,3,He is your uncle?  ,Vaibhav,11:53,713,11:54,714,Neutral,Surprise,Neutral
291,1,3,  Yes.,Student II,11:54,714,11:55,715,Neutral,Neutral,Surprise
292,1,3, Family?,Meena,11:56,716,11:57,717,Neutral,Surprise,Neutral
293,1,3, Yes.Family.,Student II,11:58,718,11:59,719,Neutral,Neutral,Surprise
294,1,3,"Look, bro.  ",Student III,12:00,720,12:01,721,Neutral,Neutral,Neutral
295,1,3, Teaching style.. Batla?,Student III,12:01,721,12:02,722,Neutral,Neutral,Neutral
296,1,3,Zero.,Meena,12:02,722,12:03,723,Neutral,Neutral,Neutral
297,1,3, Two. Two.Let's give the poor chap two.,Student III,12:04,724,12:06,726,Neutral,Neutral,Neutral
298,1,3,Doubt solving. ,Student III,12:06,726,12:07,727,Neutral,Neutral,Neutral
299,1,3, Zero!,Meena and Vaibhav,12:07,727,12:08,728,Neutral,Neutral,Neutral
300,1,3, One. One. One.,Student III,12:08,728,12:09,729,Neutral,Neutral,Anger
301,1,3,Personality.,Student III,12:11,731,12:12,732,Neutral,Neutral,Neutral
302,1,3, Zero!,Vaibhav,12:12,732,12:13,733,Neutral,Neutral,Neutral
303,1,3,Zero. Zero. Zero. ,Student III,12:13,733,12:15,735,Neutral,Neutral,joy
304,1,3, And punctuality.,Student III,12:15,735,12:16,736,Neutral,Neutral,Neutral
305,1,3, Nil.,Vaibhav,12:16,736,12:17,737,Neutral,Neutral,Neutral
306,1,3, Sorry. I revise my periodic table once daily before lunch and after dinner.,Meenal,12:27,747,12:32,752,Neutral,Neutral,Neutral
307,1,3,That's nice.,Vaibhav,12:32,752,12:33,753,Neutral,Neutral,Neutral
308,1,3,Very nice!,Vaibhav,12:33,753,12:34,754,Neutral,Neutral,Neutral
309,1,3,The form? ,Vaibhav,12:35,755,12:37,757,Neutral,Neutral,Neutral
310,1,3," Oh, feedback form!",Meenal,12:37,757,12:38,758,Neutral,Neutral,Neutral
311,1,3,"I am doing well in Inorganic so, no need for me to fill it up.",Meenal,12:38,758,12:43,763,Neutral,Neutral,Sadness
312,1,3,"Well, bye.",Meenal,12:43,763,12:44,764,Neutral,Neutral,Neutral
313,1,3,  I have to revise all the atomic radii too.,Meenal,12:44,764,12:46,766,Neutral,Neutral,Neutral
314,1,3,"Let's go, Vaibhav. ",Meena,12:47,767,12:48,768,Neutral,Neutral,Neutral
315,1,3, Come.,Meena,12:48,768,12:49,769,Neutral,Neutral,Neutral
316,1,3,We are in A5 but we are not destined.. ..to be able to solve the chocolate problem like the A6 students.,Meena,12:50,770,12:55,775,Neutral,Neutral,Surprise
317,1,3,What did you say?,Meenal,12:55,775,12:56,776,Neutral,Surprise,Neutral
318,1,3,Very nice initiative!,Uday,13:01,781,13:02,782,Neutral,Neutral,Neutral
319,1,3, Batla should be changed.,Uday,13:04,784,13:05,785,Neutral,Neutral,Neutral
320,1,3," In fact, every teacher in this coaching class should be changed.",Uday,13:05,785,13:09,789,Neutral,Neutral,Neutral
321,1,3,"No, no. ",Uday,13:09,789,13:10,790,Neutral,Neutral,Neutral
322,1,3,This coaching industry should change.,Uday,13:10,790,13:11,791,Neutral,Neutral,Neutral
323,1,3," Exam pattern, syllabus, curriculum.",Uday,13:11,791,13:13,793,Neutral,Neutral,Neutral
324,1,3, Pedagogy should change.,Uday,13:13,793,13:14,794,Neutral,Neutral,Neutral
325,1,3,IIT should change. ,Uday,13:14,794,13:15,795,Neutral,Neutral,Neutral
326,1,3,This whole educational system should change.,Uday,13:15,795,13:17,797,Neutral,Neutral,Neutral
327,1,3, And for that..,Uday,13:17,797,13:18,798,Neutral,Neutral,Neutral
328,1,3,..patriarchy should change. ,Uday,13:19,799,13:20,800,Neutral,Neutral,Neutral
329,1,3,"What do you think, Shivangi?",Uday,13:22,802,13:23,803,Neutral,Neutral,Neutral
330,1,3,I think you should attend class first.,Shivangi,13:25,805,13:27,807,Neutral,Neutral,Neutral
331,1,3,"A1, A2, A3, A4, A5. ",Student IV,13:34,814,13:36,816,Neutral,Neutral,Neutral
332,1,3,Inorganic. ,Student IV,13:36,816,13:37,817,Neutral,Neutral,Neutral
333,1,3,What is AWS under inorganic?,Student IV,13:38,818,13:41,821,Neutral,Surprise,Surprise
334,1,3,Awasthi.,Student I,13:41,821,13:42,822,Neutral,Surprise,Neutral
335,1,3,Will he teach us now? ,Student I,13:42,822,13:43,823,Neutral,Surprise,Surprise
336,1,3, What? ,Student IV,13:43,823,13:44,824,Neutral,Surprise,Neutral
337,1,3,Batla is gone? ,Student IV,13:44,824,13:45,825,Neutral,Neutral,Neutral
338,1,3,He acted very respectable.,Student IV,13:45,825,13:47,827,Neutral,Neutral,Neutral
339,1,3,He isn't gone. ,Vaibhav,13:47,827,13:48,828,Positive,Joy,Surprise
340,1,3,He has been removed.,Vaibhav,13:49,829,13:50,830,Positive,Joy,Surprise
341,1,3,Uncle.,Student II,14:09,849,14:10,850,Negative,Sadness,Neutral
342,1,3,Mr. Batla.,Coaching owner,14:17,857,14:18,858,Neutral,Neutral,Neutral
343,1,3,Hi.,Batla sir,14:17,857,14:18,858,Neutral,Neutral,Neutral
344,1,3,How are you? ,Coaching owner,14:18,858,14:19,859,Neutral,Neutral,Neutral
345,1,3,Yes.,Coaching owner,14:18,858,14:19,859,Neutral,Neutral,Neutral
346,1,3,  Sit. Sit. Sit.,Coaching owner,14:19,859,14:20,860,Neutral,Neutral,Neutral
347,1,3,"So, tell me.",Coaching owner,14:23,863,14:24,864,Neutral,Neutral,Neutral
348,1,3, What brings you here?,Coaching owner,14:25,865,14:26,866,Neutral,Neutral,Neutral
349,1,3," I just wanted to talk to you, sir. ",Batla sir,14:26,866,14:28,868,Neutral,Neutral,Neutral
350,1,3,"Yes, yes.Tell me. ",Coaching owner,14:28,868,14:29,869,Neutral,Neutral,Neutral
351,1,3," Sir, I've lost A5.",Batla sir,14:29,869,14:31,871,Neutral,Neutral,Neutral
352,1,3,Yes.    ,Coaching owner,14:31,871,14:32,872,Neutral,Neutral,Neutral
353,1,3,If you could let me give extra classes to resolve doubts..,Batla sir,14:32,872,14:34,874,Neutral,Neutral,Neutral
354,1,3,Doubt classes that too of Inorganic?,Coaching owner,14:35,875,14:37,877,Neutral,Neutral,Neutral
355,1,3,"Who will attend, sir?",Coaching owner,14:38,878,14:39,879,Neutral,Neutral,Neutral
356,1,3,Just don't decrease my salary. ,Batla sir,14:40,880,14:42,882,Neutral,Neutral,Neutral
357,1,3, I will do anything. ,Batla sir,14:42,882,14:43,883,Neutral,Neutral,Neutral
358,1,3,Give me a junior class if you wish.,Batla sir,14:43,883,14:45,885,Neutral,Neutral,Neutral
359,1,3,I can even teach 8th grade physics.,Batla sir,14:45,885,14:47,887,Neutral,Neutral,Neutral
360,1,3,"How can you say that, sir?",Coaching owner,14:47,887,14:48,888,Neutral,Neutral,Neutral
361,1,3,"You are respectable to us, sir. ",Coaching owner,14:49,889,14:50,890,Neutral,Neutral,Neutral
362,1,3," Not true, sir. ",Batla sir,14:51,891,14:52,892,Negative,Sadness,Neutral
363,1,3,The other subjects are respected..,Batla sir,14:52,892,14:54,894,Negative,Sadness,Neutral
364,1,3,..when inorganic demands the most hard work. ,Batla sir,14:54,894,14:56,896,Negative,Sadness,Neutral
365,1,3,Yes. ,Coaching owner,14:56,896,14:57,897,Negative,Sadness,Neutral
366,1,3,One has to revise every morning. ,Batla sir,14:57,897,14:59,899,Negative,Sadness,Neutral
367,1,3,Yet the others have better salaries.,Batla sir,14:59,899,15:01,901,Negative,Sadness,Neutral
368,1,3,"Look, sir.",Coaching owner,15:01,901,15:02,902,Neutral,Neutral,Neutral
369,1,3,Math and Physics are taught by IITians.,Coaching owner,15:02,902,15:05,905,Neutral,Neutral,Neutral
370,1,3, Pay less to them and other institutes poach them.,Coaching owner,15:05,905,15:07,907,Neutral,Neutral,Neutral
371,1,3,That's why brother-in-law pays them so much. ,Coaching owner,15:07,907,15:09,909,Neutral,Neutral,Neutral
372,1,3,"What can I do in this matter, sir?",Coaching owner,15:10,910,15:11,911,Neutral,Neutral,Neutral
373,1,3, I could only offer your nephew a scholarship.,Coaching owner,15:12,912,15:15,915,Neutral,Neutral,Neutral
374,1,3, Did I or didn't I?,Coaching owner,15:15,915,15:17,917,Neutral,Neutral,Neutral
375,1,3,"Yes, sir.",Batla sir,15:16,916,15:17,917,Neutral,Neutral,Neutral
376,1,3," When in fact, he didn't deserve it.",Coaching owner,15:18,918,15:19,919,Neutral,Neutral,Neutral
377,1,3,"But, sir, even if I was to be removed Mr. Rao. would've been a respectable replacement.",Batla sir,15:21,921,15:25,925,Negative,Anger,Neutral
378,1,3,Or maybe that teacher of A6. ,Batla sir,15:26,926,15:29,929,Negative,Anger,Neutral
379,1,3, Parminder.,Batla sir,15:29,929,15:30,930,Negative,Anger,Neutral
380,1,3,Even he would have been a better option.,Batla sir,15:30,930,15:31,931,Negative,Anger,Neutral
381,1,3,"But sir, you replaced me with my junior.",Batla sir,15:32,932,15:34,934,Negative,Anger,Neutral
382,1,3," You know what, sir? ",Batla sir,15:34,934,15:35,935,Negative,Anger,Neutral
383,1,3,He is a psycho.,Batla sir,15:36,936,15:37,937,Negative,Anger,Neutral
384,1,3,He doesn't know anything.  ,Batla sir,15:37,937,15:39,939,Negative,Anger,Neutral
385,1,3,He used to attend my lectures.,Batla sir,15:39,939,15:41,941,Negative,Anger,Neutral
386,1,3,"In that case, sir, even you made a mistake, didn't you?",Batla sir,15:42,942,15:43,943,Neutral,Neutral,Neutral
387,1,3,"Junior and senior don't matter in inorganic, sir.   ",Coaching owner,15:44,944,15:47,947,Neutral,Neutral,Neutral
388,1,3,Someone had to be retained.,Coaching owner,15:47,947,15:48,948,Neutral,Neutral,Neutral
389,1,3,"So, we did.",Coaching owner,15:48,948,15:49,949,Neutral,Neutral,Neutral
390,1,3,And that poor chap will be a psycho.,Coaching owner,15:50,950,15:51,951,Neutral,Neutral,Neutral
391,1,3,He too has been idling at home for the past 4 months. ,Coaching owner,15:52,952,15:53,953,Neutral,Neutral,Neutral
392,1,3,He can idle another four months.,Batla sir,15:53,953,15:55,955,Negative,Anger,Neutral
393,1,3, He owns two hostels.,Batla sir,15:55,955,15:57,957,Negative,Anger,Neutral
394,1,3,"Tell me something, sir.  ",Batla sir,15:57,957,15:58,958,Negative,Anger,Neutral
395,1,3,If he was a true teacher..,Batla sir,15:59,959,16:00,960,Negative,Anger,Neutral
396,1,3,..wouldn't he join some coaching institute by now?,Batla sir,16:01,961,16:02,962,Negative,Anger,Neutral
397,1,3,"Why are you making fun of the poor chap, sir? ",Coaching owner,16:03,963,16:05,965,Neutral,Neutral,Neutral
398,1,3,Even you are aware no institute poaches Inorganic faculty.,Coaching owner,16:05,965,16:09,969,Neutral,Neutral,Neutral
399,1,3,Up!,Teacher I,16:15,975,16:16,976,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
400,1,3,Stand up quickly! ,Teacher I,16:16,976,16:17,977,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
401,1,3, What have you studied till date if you don't know this exception?,Teacher I,16:18,978,16:20,980,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
402,1,3,Call your family today and tell them you won't be able to crack IIT.,Teacher I,16:21,981,16:23,983,Negative,Anger,Neutral
403,1,3," And if you don't have the courage to tell them, then download 'tic tok'.",Teacher I,16:24,984,16:27,987,Negative,Anger,Neutral
404,1,3,Many jerks like you dance there and even earn more than they deserve. ,Teacher I,16:27,987,16:31,991,Negative,Anger,Neutral
405,1,3,I'll be your first customer.,Teacher I,16:31,991,16:32,992,Negative,Anger,Neutral
406,1,3, Take this!,Teacher I,16:32,992,16:33,993,Negative,Anger,Neutral
407,1,3,You scored four out of fifteen.  ,Teacher I,16:35,995,16:36,996,Negative,Anger,Fear
408,1,3," Sir, do you discuss the chocolate problems?",Meenal,16:40,1000,16:42,1002,Neutral,Neutral,Neutral
409,1,3,"Yes, yes.",Teacher I,16:42,1002,16:43,1003,Neutral,Neutral(sarcastic),Neutral
410,1,3,Of course I do.,Teacher I,16:43,1003,16:44,1004,Neutral,Neutral(sarcastic),Neutral
411,1,3,  So what is the reason for this exception…,Meenal,16:45,1005,16:46,1006,Neutral,Neutral,Anger
412,1,3, But only with A1 batch students.,Teacher I,16:46,1006,16:48,1008,Negative,Anger,Neutral
413,1,3,..because they don't ask stupid questions like A5 students.,Teacher I,16:49,1009,16:51,1011,Negative,Anger,Neutral
414,1,3,"These are facts, information.",Teacher I,16:52,1012,16:54,1014,Negative,Anger,Neutral
415,1,3, But no!,Teacher I,16:54,1014,16:55,1015,Negative,Anger,Neutral
416,1,3,"""We want logic.""",Teacher I,16:55,1015,16:56,1016,Negative,Anger,Neutral
417,1,3," Sir, why do notes only come in 100 and 50 rupee denominations?",Teacher I,16:57,1017,17:00,1020,Negative,Anger,Neutral
418,1,3,Why not 75?,Teacher I,17:00,1020,17:01,1021,Negative,Anger,Neutral
419,1,3, Why did Ranbir choose Alia? ,Teacher I,17:02,1022,17:03,1023,Negative,Anger,Neutral
420,1,3,Why not Deepika? ,Teacher I,17:03,1023,17:04,1024,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
421,1,3,Simply memorize what's written and be done with it.,Teacher I,17:04,1024,17:07,1027,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
422,1,3,But no!,Teacher I,17:07,1027,17:08,1028,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
423,1,3,We want logic.,Teacher I,17:08,1028,17:09,1029,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
424,1,3,We want to be toppers.,Teacher I,17:09,1029,17:10,1030,Negative,Anger,"Mixed(Sadness,Neutral,Surprise)"
425,1,3," Sir, do you know why I am a topper from A5 and not from A1?",Teacher I,17:12,1032,17:15,1035,Negative,Anger,Sadness
426,1,3,Because I am an ass.,Teacher I,17:15,1035,17:17,1037,Negative,Anger,Sadness
427,1,3, Hee-haw!  Hee-haw!,Teacher I,17:17,1037,17:18,1038,Negative,Anger,Sadness
428,1,3,Hee-haw!,Teacher I,17:18,1038,17:19,1039,Negative,Anger,Sadness
429,1,3,Hee-haw!,Teacher I,17:19,1039,17:20,1040,Negative,Anger,Sadness
430,1,3,If you want to learn inorganic then you do as I tell you. ,Teacher I,17:24,1044,17:27,1047,Neutral,Neutral,Neutral
431,1,3, Keep memorizing it.That's that!,Teacher I,17:27,1047,17:28,1048,Neutral,Neutral,Neutral
432,1,3,No questions asked.,Teacher I,17:29,1049,17:30,1050,Neutral,Neutral,Neutral
433,1,3, Everyone got it!?,Teacher I,17:31,1051,17:32,1052,Neutral,Neutral,Neutral
434,1,3," Yes, sir! ",All students,17:32,1052,17:33,1053,Neutral,Neutral,Neutral
435,1,3,"Say it aloud.  Yes, sir!",Teacher I,17:33,1053,17:34,1054,Neutral,Neutral,Neutral
436,1,3,I can't hear you.   ,Teacher I,17:34,1054,17:35,1055,Neutral,Neutral,Neutral
437,1,3,"Yes, sir!",All students,17:35,1055,17:36,1056,Neutral,Neutral,Neutral
438,1,3,Good!,Teacher I,17:37,1057,17:38,1058,Neutral,Neutral,Neutral
439,1,3,Now some questions from JEE '97.,Teacher I,17:39,1059,17:41,1061,Neutral,Neutral,Neutral
440,1,3,We shall solve them.,Teacher I,17:42,1062,17:43,1063,Neutral,Neutral,Neutral
441,1,3, They're really important for you guys. ,Teacher I,17:43,1063,17:44,1064,Neutral,Neutral,Neutral
442,1,3,Remove your note books.,Teacher I,17:45,1065,17:46,1066,Neutral,Neutral,Neutral
443,1,3,"Sir, we have a request.  ",Vaibhav,17:55,1075,17:56,1076,Negative,Fear,Neutral
444,1,3,Have you paid the installment?,Teacher I,17:58,1078,17:59,1079,Neutral,Neutral,Neutral
445,1,3,"We paid it, sir!",Vaibhav,17:59,1079,18:00,1080,Neutral,Neutral,Neutral
446,1,3, We paid it long ago.,Meena,18:00,1080,18:01,1081,Neutral,Neutral,Neutral
447,1,3,"Okay, talk.",Coaching owner,18:01,1081,18:02,1082,Neutral,Neutral,Neutral
448,1,3," Sir, you..",Vaibhav,18:05,1085,18:07,1087,Negative,Fear,Neutral
449,1,3,"Sir, can the Inorganic faculty be changed once again? ",Vaibhav,18:08,1088,18:11,1091,Neutral,Neutral,Neutral
450,1,3,Yes.,Coaching owner,18:12,1092,18:13,1093,Neutral,Neutral(sarcastic),Neutral
451,1,3,Why not? ,Coaching owner,18:13,1093,18:14,1094,Neutral,Neutral(sarcastic),Joy
452,1,3,Fill the feedback form next year.,Coaching owner,18:15,1095,18:16,1096,Neutral,Neutral(sarcastic),Neutral
453,1,3, It'll be changed.,Coaching owner,18:17,1097,18:19,1099,Neutral,Neutral(sarcastic),Sadness
454,1,3,"Sir.Next year will be too late, sir.",Vaibhav,18:22,1102,18:24,1104,Negative,Fear,Neutral
455,1,3,Why don't you reinstate Batla sir?,Vaibhav,18:25,1105,18:27,1107,Neutral,Neutral,Anger
456,1,3,You worthless chaps should never be given the feedback forms. ,Coaching owner,18:28,1108,18:31,1111,Negative,Anger,Neutral
457,1,3,The toppers never make any fuss.,Coaching owner,18:33,1113,18:34,1114,Negative,Anger,Neutral
458,1,3,Get out!,Coaching owner,18:35,1115,18:36,1116,Negative,Anger,Neutral
459,1,3, They want to be IITians.,Coaching owner,18:37,1117,18:39,1119,Negative,Anger,Neutral
460,1,3,"Meenal is also frustrated, sir.",Vaibhav,18:44,1124,18:46,1126,Negative,Fear,Fear
461,1,3, What happened to her? ,Coaching owner,18:46,1126,18:47,1127,Negative,Fear,Neutral
462,1,3, Hee-haw. ,Meena,18:47,1127,18:48,1128,Neutral,Neutral,Neutral
463,1,3,Hee-haw.,Meena,18:48,1128,18:49,1129,Neutral,Neutral,Anger
464,1,3,Not again. ,Coaching owner,18:49,1129,18:50,1130,Negative,Anger,Neutral
465,1,3,Call Meenal.,Coaching owner,18:52,1132,18:53,1133,Neutral,Neutral,Neutral
466,1,3,You idiot!Give it to me!,Coaching owner,19:04,1144,19:05,1145,Negative,Anger,Neutral
467,1,3,I've told you so many times you should know topper's phone numbers by heart.,Coaching owner,19:06,1146,19:08,1148,Negative,Anger,Neutral(Embarrassment)
468,1,3,Hello.Oh sweet child Meenal.,Coaching owner,19:15,1155,19:17,1157,Neutral,Neutral,Neutral
469,1,3,Is there any.,Coaching owner,19:24,1164,19:25,1165,Neutral,Neutral,Neutral
470,1,3,.. problem with the new sir?,Coaching owner,19:26,1166,19:28,1168,Neutral,Neutral,Neutral
471,1,3,"Tell me, child. ",Coaching owner,19:31,1171,19:32,1172,Neutral,Neutral,Neutral
472,1,3,"Yes, sir.",Meenal,19:33,1173,19:34,1174,Neutral,Neutral,Neutral
473,1,3, A little bit.,Meenal,19:35,1175,19:36,1176,Neutral,Neutral,Neutral
474,1,3,Then why did you wait?,Coaching owner,19:36,1176,19:38,1178,Neutral,Neutral,Neutral
475,1,3, You are this year's topper. ,Coaching owner,19:38,1178,19:40,1180,Neutral,Neutral,Joy
476,1,3,Topper?,Meenal,19:41,1181,19:42,1182,Positive,Joy,Neutral
477,1,3, Girls topper. ,Coaching owner,19:42,1182,19:43,1183,Neutral,Neutral,Neutral(Embarrassment)
478,1,3,"If anything happens,",Coaching owner,19:45,1185,19:46,1186,Neutral,Neutral,Neutral
479,1,3, you should message me immediately.,Coaching owner,19:47,1187,19:48,1188,Neutral,Neutral,Neutral
480,1,3,That's why you have my personal number.  ,Coaching owner,19:49,1189,19:51,1191,Neutral,Neutral,Neutral
481,1,3,"Yes, sir.I changed my phone so, your number got misplaced.",Meenal,19:52,1192,19:55,1195,Neutral,Neutral,Neutral
482,1,3,Take it down. ,Coaching owner,19:56,1196,19:57,1197,Neutral,Neutral,Neutral
483,1,3,9-8-,Coaching owner,19:59,1199,20:00,1200,Neutral,Neutral,Neutral
484,1,3,6-2...,Coaching owner,20:00,1200,20:02,1202,Neutral,Surprise,Neutral
485,1,3,I'll give it to you later.  ,Coaching owner,20:03,1203,20:04,1204,Neutral,Neutral,Neutral
486,1,3,Okay.,Meenal,20:05,1205,20:06,1206,Neutral,Neutral,Neutral
487,1,3,Put Awasthi in the foundation course.,Coaching owner,20:07,1207,20:08,1208,Neutral,Neutral,Neutral
488,1,3,Tell me. ,Coaching owner,20:10,1210,20:11,1211,Neutral,Neutral,Neutral
489,1,3,Which sir would you like? ,Coaching owner,20:11,1211,20:13,1213,Neutral,Neutral,Neutral
490,1,3,The teacher from A6.,Vaibhav,20:14,1214,20:15,1215,Neutral,Neutral,Neutral
491,1,3,Yes. ,Meenal,20:16,1216,20:17,1217,Neutral,Neutral,Neutral
492,1,3,The teacher from A6. ,Meenal,20:17,1217,20:19,1219,Neutral,Neutral,Neutral
493,1,3,The teacher from A6.,Coaching owner,20:20,1220,20:23,1223,Neutral,Neutral,Neutral
494,1,3,Par...min...der. ,Coaching owner,20:27,1227,20:29,1229,Neutral,Neutral,Neutral
495,1,3,Okay.,Coaching owner,20:31,1231,20:32,1232,Neutral,Neutral,Neutral
496,1,3,Yes.,Meenal,20:32,1232,20:33,1233,Neutral,Neutral,Neutral
497,1,3,Okay.,Coaching owner,20:33,1233,20:34,1234,Neutral,Neutral,Neutral
498,1,3,Look. ,Parminder sir,20:35,1235,20:36,1236,Neutral,Neutral,"Mixed(Joy,Neutral)"
499,1,3, She is this dude's girlfriend..,Parminder sir,20:37,1237,20:39,1239,Neutral,Neutral,"Mixed(Joy,Neutral)"
500,1,3,..but who all are chasing her?   ,Parminder sir,20:39,1239,20:41,1241,Neutral,Neutral,"Mixed(Joy,Neutral)"
501,1,3,All the boys in Kota? ,Parminder sir,20:41,1241,20:42,1242,Neutral,Neutral,"Mixed(Joy,Neutral)"
502,1,3,The boys from where?,Parminder sir,20:42,1242,20:43,1243,Neutral,Neutral,"Mixed(Joy,Neutral)"
503,1,3,Boys in Kota!,Parminder sir,20:44,1244,20:45,1245,Neutral,Neutral,"Mixed(Joy,Neutral)"
504,1,3,But dude's girlfriend refuses everyone except 'the dude'.  ,Parminder sir,20:45,1245,20:49,1249,Neutral,Neutral,"Mixed(Joy,Neutral)"
505,1,3,So what does that make the dude? ,Parminder sir,20:49,1249,20:50,1250,Neutral,Neutral,"Mixed(Joy,Neutral)"
506,1,3,Exception.,All students,20:50,1250,20:51,1251,Neutral,Neutral,"Mixed(Joy,Neutral)"
507,1,3,And what does that make the girlfriend? ,Parminder sir,20:52,1252,20:53,1253,Neutral,Neutral,"Mixed(Joy,Neutral)"
508,1,3, Innocent.,Parminder sir,20:53,1253,20:54,1254,Neutral,Neutral,"Mixed(Joy,Neutral)"
509,1,3, She fell for that jerk!,Parminder sir,20:54,1254,20:55,1255,Neutral,Neutral,Joy
510,1,3,We must understand the gist of the matter.,Parminder sir,20:56,1256,20:58,1258,Neutral,Neutral,"Mixed(Joy,Neutral)"
511,1,3,"Anywhere there is chemistry, there is?  ",Parminder sir,20:59,1259,21:01,1261,Neutral,Neutral,"Mixed(Joy,Neutral)"
512,1,3, Exception!,All students,21:01,1261,21:03,1263,Neutral,Neutral,"Mixed(Joy,Neutral)"
513,1,3,Very good!,Parminder sir,21:03,1263,21:04,1264,Neutral,Neutral,"Mixed(Joy,Neutral)"
514,1,3,This is fun.,Parminder sir,21:04,1264,21:05,1265,Neutral,Neutral,"Mixed(Joy,Neutral)"
515,1,3,So the dude sees me outside the class and says Inorganic chemistry is dangerous. ,Parminder sir,21:05,1265,21:09,1269,Neutral,Neutral,Neutral
516,1,3,It is very complicated.,Parminder sir,21:09,1269,21:11,1271,Neutral,Neutral,Neutral
517,1,3,I will quit. ,Parminder sir,21:11,1271,21:12,1272,Neutral,Neutral,Neutral
518,1,3,"I said, brother, your girlfriend is also complicated.",Parminder sir,21:12,1272,21:15,1275,Neutral,Neutral,Neutral
519,1,3, Do you leave her?,Parminder sir,21:15,1275,21:16,1276,Neutral,Neutral,Joy
520,1,3,No.  ,Parminder sir,21:17,1277,21:18,1278,Neutral,Neutral,Neutral
521,1,3, What do you do with her?,Parminder sir,21:18,1278,21:20,1280,Neutral,Neutral,Neutral
522,1,3,You pay her attention.,Parminder sir,21:20,1280,21:21,1281,Neutral,Neutral,Neutral
523,1,3, You focus on her.,Parminder sir,21:21,1281,21:22,1282,Neutral,Neutral,Neutral
524,1,3,You talk to her nicely.,Parminder sir,21:23,1283,21:24,1284,Neutral,Neutral,Neutral
525,1,3,Shona. Mona. Babu. Jadu. Tona. ,Parminder sir,21:25,1285,21:28,1288,Neutral,Neutral,Joy
526,1,3,What else do you call?,Parminder sir,21:28,1288,21:29,1289,Neutral,Neutral,Joy
527,1,3,Look at that. On hearing it even the Bajrang dal at the back is attentive.,Parminder sir,21:30,1290,21:33,1293,Neutral,Neutral,Joy
528,1,3,Hello.Sit straight. ,Parminder sir,21:33,1293,21:34,1294,Neutral,Neutral,Neutral
529,1,3, Yes.,Parminder sir,21:34,1294,21:35,1295,Neutral,Neutral,Neutral
530,1,3,"You find it very amusing, bro.  ",Parminder sir,21:36,1296,21:37,1297,Neutral,Neutral,Neutral
531,1,3,Stand up.,Parminder sir,21:37,1297,21:38,1298,Neutral,Neutral,Neutral
532,1,3,You have a girlfriend?,Parminder sir,21:40,1300,21:41,1301,Neutral,Neutral,Neutral
533,1,3,You don't. ,Parminder sir,21:41,1301,21:42,1302,Neutral,Neutral,Neutral
534,1,3,That's not surprising.,Parminder sir,21:42,1302,21:44,1304,Neutral,Neutral,Joy
535,1,3, Sit down.,Parminder sir,21:44,1304,21:45,1305,Neutral,Neutral,Neutral
536,1,3,"Just as our brother here is alone, similarly boron is alone. ",Parminder sir,21:46,1306,21:50,1310,Neutral,Neutral,Neutral
537,1,3,Boron is short of electrons but nobody is giving it.,Parminder sir,21:51,1311,21:55,1315,Neutral,Neutral,Neutral
538,1,3,"So, what will we do?   ",Parminder sir,21:56,1316,21:57,1317,Neutral,Neutral,Neutral
539,1,3,Will it remain alone?,Parminder sir,21:57,1317,21:59,1319,Neutral,Neutral,Neutral
540,1,3,Is our brother sitting alone?,Parminder sir,21:59,1319,22:00,1320,Neutral,Neutral,Neutral
541,1,3,No.,Parminder sir,22:00,1320,22:01,1321,Neutral,Neutral,Neutral
542,1,3,Brother found a monkey just like him. ,Parminder sir,22:02,1322,22:04,1324,Neutral,Neutral,Neutral
543,1,3,What did he find?,Parminder sir,22:04,1324,22:05,1325,Neutral,Neutral,Neutral
544,1,3,Monkey! ,All students,22:05,1325,22:06,1326,Neutral,Neutral,Neutral
545,1,3, Friend.,Parminder sir,22:05,1325,22:06,1326,Neutral,Neutral,Neutral
546,1,3,Only I will say monkey.,Parminder sir,22:06,1326,22:07,1327,Neutral,Neutral,"Mixed(Joy,Neutral)"
547,1,3,So the boron finds boron like itself.. ..and forms a bond with it.,Parminder sir,22:08,1328,22:14,1334,Neutral,Neutral,Neutral
548,1,3,Not James Bond.  ,Parminder sir,22:14,1334,22:16,1336,Neutral,Neutral,Neutral
549,1,3,Bond.,Parminder sir,22:16,1336,22:17,1337,Neutral,Neutral,Neutral
550,1,3,When two friends make a bond what is it called?,Parminder sir,22:18,1338,22:20,1340,Neutral,Neutral,Neutral
